"ObjType","ID","Name","Type","State // 0 = closed, 1 = open, 2 = opening, 3 = closing","DefaultY","DefaultX","DefaultZ","DefaultHeading","DefaultDoorAngle","TopSpeed1","TopSpeed2","Y","X","Z","Heading","DoorAngle","DefaultState","SelfActivated","Dependent","bTemplate","Difficulty  //pick/disarm...","AffectSlots[0]","AffectSlots[1]","AffectSlots[2]","AffectSlots[3]","AffectSlots[4]","CurrentCombination[0]","CurrentCombination[1]","CurrentCombination[2]","CurrentCombination[3]","CurrentCombination[4]","ReqCombination[0]","ReqCombination[1]","ReqCombination[2]","ReqCombination[3]","ReqCombination[4]","RandomCombo","Key","ScaleFactor // divide by 100 to get scale multiplier","SpellID","TargetID[0]","TargetID[1]","TargetID[2]","TargetID[3]","TargetID[4]","Script","TimeStamp   //last time UseSwitch","Accel","AlwaysActive","AdventureDoorID","ReturnY","ReturnX","ReturnZ","DynDoorID","bHasScript","SomeID","bUsable","bRemainOpen","bVisible","bHeadingChanged","bAllowCorpseDrag","RealEstateDoorID"
5,10,"OBJ_ELEV_BUTTON",59,0,-1318.236084,-1531.514893,-87.000000,0.000000,0.000000,0.000000,0.000000,-1318.236084,-1531.514893,-87.000000,0.000000,0.000000,0,0,0,false,22,70,203,188,24,6,129,2,192,65,0,128,40,1,0,0,64,-1,100,1,55,60,160,61,34,"",4617342,0.000000,0,0,0.000000,0.000000,0.000000,0,true,0,true,false,true,false,false,0
5,11,"OBJ_ELEV_BUTTON",59,0,-1318.314209,-1531.442627,13.000000,63.000000,0.000000,0.000000,0.000000,-1318.314209,-1531.442627,13.000000,63.000000,0.000000,0,127,109,false,45,247,120,63,0,0,70,0,174,249,157,187,240,4,121,63,163,-1,100,1,87,72,170,188,0,"",4617343,0.000000,108,0,0.000000,0.000000,0.000000,0,true,0,true,false,true,false,false,0
5,12,"OBJ_ELEV_BUTTON",59,0,-1318.116211,-1380.194336,13.500000,0.000000,0.000000,0.000000,0.000000,-1318.116211,-1380.194336,13.500000,0.000000,0.000000,0,0,128,false,245,88,125,63,165,6,207,190,255,147,128,50,0,0,0,0,165,-1,100,1,122,234,26,56,181,"",6116320,0.000000,0,0,0.000000,0.000000,0.000000,0,true,0,true,false,true,false,false,0
5,13,"OBJ_ELEV_BUTTON",59,0,-1318.816895,-1379.753418,114.250000,0.000000,0.000000,0.000000,0.000000,-1318.816895,-1379.753418,114.250000,0.000000,0.000000,0,175,207,false,155,140,183,176,74,230,194,179,0,0,128,63,254,255,127,63,202,-1,100,1,255,255,127,63,107,"",6116320,0.000000,0,0,0.000000,0.000000,0.000000,0,true,0,true,false,true,false,false,0
5,14,"OBJ_LIFT_BUTTON",59,0,-187.095978,-587.703125,-64.250000,64.000000,0.000000,0.000000,0.000000,-187.095978,-587.703125,-64.250000,64.000000,0.000000,0,152,61,false,18,249,127,63,0,0,0,0,218,188,101,62,122,195,168,60,50,-1,100,1,129,189,18,188,0,"",266322,0.000000,0,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,15,"OBJ_LIFT_BUTTON",59,0,-178.711609,-586.535828,79.000000,0.000000,0.000000,0.000000,0.000000,-178.711609,-586.535828,79.000000,0.000000,0.000000,0,0,0,false,3,250,164,62,55,23,199,189,164,16,113,191,0,0,0,0,2,-1,100,1,141,234,112,63,113,"",266322,0.000000,187,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,16,"OBJ_LIFT_BUTTON",59,0,-187.095978,-720.010376,-64.500000,474.000000,0.000000,0.000000,0.000000,-187.095978,-720.010376,-64.500000,474.000000,0.000000,0,11,251,false,232,202,125,191,0,0,195,0,116,69,0,62,158,179,125,63,91,-1,100,1,96,33,122,190,0,"",6618166,0.000000,10,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,17,"OBJ_LIFT_BUTTON",59,0,-178.730057,-721.043274,79.500000,0.000000,0.000000,0.000000,0.000000,-178.730057,-721.043274,79.500000,0.000000,0.000000,0,0,0,false,253,255,175,180,253,255,194,180,251,255,127,63,0,0,0,0,183,-1,100,1,242,21,38,62,76,"",6618166,0.000000,255,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,18,"OBJ_OGRESKELETON",59,0,-1239.014893,-226.162964,123.217995,384.000000,0.000000,0.000000,0.000000,-1239.014893,-226.162964,123.217995,384.000000,0.000000,0,31,161,false,61,87,101,63,0,0,0,0,62,238,79,186,127,2,127,191,19,-1,100,0,72,1,223,62,0,"",266323,0.000000,43,0,0.000000,0.000000,0.000000,0,true,0,true,false,true,false,false,0
5,19,"OBJ_WATERWHEELMOUNT",55,0,-419.527985,-1864.412964,-120.000000,73.000000,0.000000,0.000000,0.000000,-419.527985,-1864.412964,-120.000000,73.000000,0.000000,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,100,-1,0,0,0,0,0,"",266323,0.000000,4,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,20,"OBJ_WATERWHEEL",157,1,-419.778412,-1863.662964,-120.000000,202.000000,150.000000,5.000000,5.000000,-419.778412,-1863.662964,-120.000000,202.000000,59.008846,1,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,100,-1,32,66,111,111,110,"",278159,0.000000,0,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,21,"OBJ_WATERWHEELMOUNT",55,0,-116.579987,-2077.507813,-115.750000,384.000000,0.000000,0.000000,0.000000,-116.579987,-2077.507813,-115.750000,384.000000,0.000000,0,0,80,false,119,101,114,32,111,102,32,83,105,103,104,116,32,73,73,0,0,-1,100,-1,0,0,76,0,0,"",266323,0.000000,42,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,22,"OBJ_WATERWHEEL",157,1,-116.580292,-2077.508057,-115.750000,256.000000,372.000000,5.000000,5.000000,-116.580292,-2077.508057,-115.750000,256.000000,281.009460,1,0,90,false,0,0,86,0,0,0,0,0,0,0,0,0,0,0,86,0,0,-1,100,-1,0,0,78,0,249,"",278159,0.000000,81,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,25,"OBJ_CRDOOR",0,0,-1577.619629,-1530.558960,-90.254990,384.000000,0.000000,0.000000,0.000000,-1577.619629,-1530.558960,-90.254990,384.000000,0.000000,0,0,0,false,4,0,99,0,0,0,1,0,0,0,93,0,31,217,73,2,0,-1,100,-1,0,3,0,0,0,"",1251241,0.000000,0,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,26,"OBJ_CRDOOR",0,0,-1643.279419,-1530.558960,-70.577988,384.000000,0.000000,0.000000,0.000000,-1643.279419,-1530.558960,-70.577988,384.000000,0.000000,0,0,0,false,72,71,0,0,0,37,0,0,0,3,0,0,0,95,0,1,42,-1,100,-1,0,145,0,0,0,"",266324,0.000000,0,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,27,"OBJ_CRDOOR",0,0,-1633.668335,-1550.858521,-70.577988,128.000000,0.000000,0.000000,0.000000,-1633.668335,-1550.858521,-70.577988,128.000000,0.000000,0,175,0,false,0,110,0,2,81,33,0,0,0,255,0,0,0,0,0,0,0,-1,100,-1,0,0,0,0,0,"",266324,0.000000,0,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,28,"OBJ_CRDOOR",0,0,-1600.379761,-1550.859375,-70.577988,128.000000,0.000000,0.000000,0.000000,-1600.379761,-1550.859375,-70.577988,128.000000,0.000000,0,62,233,false,216,61,253,255,127,63,254,255,127,63,255,255,127,63,219,245,26,-1,100,-1,200,62,77,173,127,"",266324,0.000000,200,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,29,"OBJ_CRDOOR",0,0,-1609.972168,-1530.557251,-70.577988,384.000000,0.000000,0.000000,0.000000,-1609.972168,-1530.557251,-70.577988,384.000000,0.000000,0,63,255,false,127,63,0,0,128,63,1,246,26,63,13,0,0,0,0,0,0,-1,100,-1,0,53,34,251,41,"",1284024,0.000000,203,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,30,"OBJ_CRDOOR",0,0,-1567.142334,-1550.815918,-70.577988,128.000000,0.000000,0.000000,0.000000,-1567.142334,-1550.815918,-70.577988,128.000000,0.000000,0,0,0,false,0,0,102,102,102,63,53,0,0,0,208,204,76,61,3,0,0,-1,100,-1,0,0,0,0,0,"",1278714,0.000000,0,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,31,"OBJ_CRDOOR",0,0,-1576.733765,-1530.565918,-70.577988,384.000000,0.000000,0.000000,0.000000,-1576.733765,-1530.565918,-70.577988,384.000000,0.000000,0,0,0,false,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-1,100,-1,0,0,0,0,0,"",3316589,0.000000,0,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,32,"OBJ_CRDOOR",0,0,-1568.044312,-1550.838379,-90.254990,125.000000,0.000000,0.000000,0.000000,-1568.044312,-1550.838379,-90.254990,125.000000,0.000000,0,0,1,false,0,0,0,0,0,0,0,0,128,63,0,0,0,0,0,0,0,-1,100,-1,0,0,1,0,0,"",266325,0.000000,0,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,33,"OBJ_CRDOOR",0,0,-1610.848877,-1530.664917,-90.254990,384.000000,0.000000,0.000000,0.000000,-1610.848877,-1530.664917,-90.254990,384.000000,0.000000,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,100,-1,0,0,0,128,136,"",266325,0.000000,0,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,34,"OBJ_CRDOOR",0,0,-1601.289917,-1550.841919,-90.254990,128.000000,0.000000,0.000000,0.000000,-1601.289917,-1550.841919,-90.254990,128.000000,0.000000,0,0,0,false,0,0,1,0,27,218,73,2,0,0,0,128,162,1,0,0,0,-1,100,-1,0,0,0,0,0,"",266326,0.000000,0,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,35,"OBJ_CRDOOR",0,0,-1644.129517,-1530.572510,-90.254990,384.000000,0.000000,0.000000,0.000000,-1644.129517,-1530.572510,-90.254990,384.000000,0.000000,0,63,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,100,-1,128,63,0,0,0,"",266327,0.000000,0,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,36,"OBJ_CRDOOR",0,0,-1634.564209,-1550.823853,-90.254990,126.000000,0.000000,0.000000,0.000000,-1634.564209,-1550.823853,-90.254990,126.000000,0.000000,0,0,0,false,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,128,-1,100,-1,0,0,0,0,0,"",266328,0.000000,128,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,37,"OBJ_CHAIR_COL",55,0,-1257.101563,-1669.703491,30.764107,177.000000,0.000000,0.000000,0.000000,-1257.101563,-1669.703491,30.764107,177.000000,0.000000,0,0,51,false,51,63,4,0,0,0,154,153,153,62,0,0,0,0,0,0,0,-1,100,-1,0,0,51,51,51,"",266328,0.000000,0,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,38,"OBJ_CHAIR_COL",55,0,-1263.420288,-1673.703003,30.764000,177.000000,0.000000,0.000000,0.000000,-1263.420288,-1673.703003,30.764000,177.000000,0.000000,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,100,-1,0,0,0,0,0,"",266329,0.000000,0,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,39,"OBJ_CRESCENTTELEPORT",57,0,-1331.714966,-2559.559570,-164.794449,128.000000,0.000000,0.000000,0.000000,-1331.714966,-2559.559570,-164.794449,128.000000,0.000000,0,85,0,false,163,31,0,0,0,138,0,0,0,90,0,1,3,62,0,0,0,-1,70,11,67,111,110,113,117,"",266330,0.000000,0,0,0.000000,0.000000,0.000000,0,true,0,true,false,true,false,false,0
5,40,"OBJ_PIT_ROCKB",55,0,-1364.486206,-2562.574951,-139.544449,17.000000,412.000000,0.000000,0.000000,-1364.486206,-2562.574951,-139.544449,17.000000,412.000000,0,0,72,false,114,109,111,110,121,32,111,102,32,69,115,115,101,110,99,101,0,-1,70,-1,0,0,0,0,0,"",266330,0.000000,220,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
