"ID","DropID","ZoneID","DropSubID //well zonefile id, but yeah...","Name","Expires","Heading","Pitch","Roll","Scale","Y","X","Z","Weight//-1 means it can't be picked up"
0,21,394,271780,"IT10807_ACTORDEF",2134237135,60.000000,0.000000,0.000000,2.000000,576.849976,-933.419983,-210.050980,1
0,22,394,271781,"IT10807_ACTORDEF",2134237135,209.000000,0.000000,0.000000,2.000000,533.700012,-877.280029,-201.255844,1
0,26,394,271785,"IT10807_ACTORDEF",2134237135,372.000000,0.000000,0.000000,2.000000,276.510010,50.139999,-63.219631,1
0,28,394,271787,"IT11079_ACTORDEF",2134237135,0.000000,50.000000,0.000000,8.000000,114.000000,-679.000000,-118.617073,1
0,29,394,271788,"IT11079_ACTORDEF",2134237135,497.000000,50.000000,0.000000,8.000000,-131.419998,-575.739990,-83.221306,1
0,31,394,271790,"IT11079_ACTORDEF",2134237135,0.000000,50.000000,0.000000,8.000000,-407.000000,-891.000000,-32767.996094,1
0,35,394,271794,"IT11079_ACTORDEF",2134237135,477.000000,70.000000,0.000000,8.000000,-28.000000,-514.000000,-66.056900,1
0,36,394,271795,"IT11056_ACTORDEF",2134237135,290.000000,130.000000,0.000000,3.000000,-712.030029,-2575.449951,-221.498276,1
0,37,394,271796,"IT11056_ACTORDEF",2134237135,256.000000,130.000000,0.000000,3.000000,-850.599976,-2576.469971,-233.343277,1
0,41,394,271800,"IT11056_ACTORDEF",2134237135,62.000000,130.000000,0.000000,3.000000,-777.469971,-2383.449951,-164.650925,1
0,42,394,271801,"IT11056_ACTORDEF",2134237135,26.000000,130.000000,0.000000,3.000000,-675.619995,-2366.300049,-188.300949,1
0,43,394,271802,"IT11056_ACTORDEF",2134237135,407.000000,130.000000,0.000000,3.000000,-603.030029,-2500.250000,-202.989807,1
0,48,394,271807,"IT11065_ACTORDEF",2134237135,129.000000,130.000000,0.000000,2.000000,-1629.000000,-1572.000000,-70.575142,1
0,49,394,271808,"IT11065_ACTORDEF",2134237135,354.000000,130.000000,0.000000,2.000000,-1561.729980,-1509.650024,-70.575142,1
0,55,394,271968,"IT11058_ACTORDEF",2134237135,100.000000,130.000000,0.000000,4.000000,-1445.670044,-999.640015,110.224686,1
0,62,394,271967,"IT11058_ACTORDEF",2136719879,370.000000,130.000000,0.000000,4.000000,-1375.719971,-1120.579956,110.224686,1
0,93,394,271792,"IT11079_ACTORDEF",2139547444,50.000000,50.000000,0.000000,8.000000,106.000000,-545.000000,-64.822060,1
0,97,394,271963,"IT11058_ACTORDEF",2139681114,411.000000,130.000000,0.000000,4.000000,-1209.339966,-1044.109985,110.224686,1
0,100,394,271797,"IT11056_ACTORDEF",2139975500,324.000000,130.000000,0.000000,3.000000,-895.950012,-2605.110107,-223.827179,1
0,417,394,271803,"IT11065_ACTORDEF",2142207084,187.000000,130.000000,0.000000,2.000000,-1561.410034,-1577.739990,-90.253403,1
0,429,394,271966,"IT11058_ACTORDEF",2143572424,100.000000,130.000000,0.000000,4.000000,-1454.229980,-1162.300049,110.224686,1
0,435,394,271793,"IT11079_ACTORDEF",2143792388,314.000000,50.000000,0.000000,8.000000,-319.000000,-454.000000,-109.102226,1
0,440,394,271791,"IT11079_ACTORDEF",2143857484,0.000000,50.000000,0.000000,8.000000,-276.000000,-865.000000,-132.348007,1
0,448,394,271779,"IT10807_ACTORDEF",2144606123,390.000000,0.000000,0.000000,2.000000,523.679993,-978.820007,-212.235458,1
0,450,394,271783,"IT10807_ACTORDEF",2145430236,119.000000,0.000000,0.000000,2.000000,233.490005,46.770000,-63.225018,1
0,451,394,271806,"IT11065_ACTORDEF",2146694195,490.000000,130.000000,0.000000,2.000000,-1626.359985,-1504.699951,-70.575142,1
0,453,394,271799,"IT11056_ACTORDEF",2147153780,20.000000,130.000000,0.000000,3.000000,-837.809998,-2413.810059,-162.366302,1
0,454,394,271789,"IT11079_ACTORDEF",2147172741,0.000000,50.000000,0.000000,8.000000,-504.000000,-683.000000,-144.277740,1
0,456,394,271805,"IT11065_ACTORDEF",2147181834,209.000000,130.000000,0.000000,2.000000,-1594.160034,-1577.280029,-70.575142,1
0,457,394,271964,"IT11058_ACTORDEF",2147207105,50.000000,130.000000,0.000000,4.000000,-1178.030029,-1198.099976,110.224686,1
0,461,394,271784,"IT10807_ACTORDEF",2147242127,88.000000,0.000000,0.000000,2.000000,254.339996,86.820000,-63.227173,1
0,462,394,13792,"IT10646_ACTORDEF",2147463375,0.000000,0.000000,0.000000,1.000000,-1451.000000,-1193.000000,113.754227,1
