"ObjType","ID","Name","Type","State // 0 = closed, 1 = open, 2 = opening, 3 = closing","DefaultY","DefaultX","DefaultZ","DefaultHeading","DefaultDoorAngle","TopSpeed1","TopSpeed2","Y","X","Z","Heading","DoorAngle","DefaultState","SelfActivated","Dependent","bTemplate","Difficulty  //pick/disarm...","AffectSlots[0]","AffectSlots[1]","AffectSlots[2]","AffectSlots[3]","AffectSlots[4]","CurrentCombination[0]","CurrentCombination[1]","CurrentCombination[2]","CurrentCombination[3]","CurrentCombination[4]","ReqCombination[0]","ReqCombination[1]","ReqCombination[2]","ReqCombination[3]","ReqCombination[4]","RandomCombo","Key","ScaleFactor // divide by 100 to get scale multiplier","SpellID","TargetID[0]","TargetID[1]","TargetID[2]","TargetID[3]","TargetID[4]","Script","TimeStamp   //last time UseSwitch","Accel","AlwaysActive","AdventureDoorID","ReturnY","ReturnX","ReturnZ","DynDoorID","bHasScript","SomeID","bUsable","bRemainOpen","bVisible","bHeadingChanged","bAllowCorpseDrag","RealEstateDoorID"
5,13,"OBJ_ELEV_BUTTON",59,0,-1318.816895,-1379.753418,114.250000,0.000000,0.000000,0.000000,0.000000,-1318.816895,-1379.753418,114.250000,0.000000,0.000000,0,69,185,false,108,4,19,177,0,0,0,0,244,69,185,61,68,243,126,63,248,-1,100,1,1,0,128,63,0,"",123635,0.000000,120,0,0.000000,0.000000,0.000000,0,true,0,true,false,true,false,false,0
5,14,"OBJ_LIFT_BUTTON",59,0,-187.095978,-587.703125,-64.250000,64.000000,0.000000,0.000000,0.000000,-187.095978,-587.703125,-64.250000,64.000000,0.000000,0,0,128,false,197,238,127,63,47,54,125,188,221,187,138,60,0,0,0,0,39,-1,100,1,68,12,140,188,73,"",123635,0.000000,27,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,15,"OBJ_LIFT_BUTTON",59,0,-178.711609,-586.535828,79.000000,0.000000,0.000000,0.000000,0.000000,-178.711609,-586.535828,79.000000,0.000000,0.000000,0,243,20,false,94,170,20,179,52,48,41,177,0,0,128,63,52,210,127,63,88,-1,100,1,53,210,127,63,74,"",123635,0.000000,0,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,16,"OBJ_LIFT_BUTTON",59,0,-187.095978,-720.010376,-64.500000,474.000000,0.000000,0.000000,0.000000,-187.095978,-720.010376,-64.500000,474.000000,0.000000,0,13,161,false,255,255,127,63,0,0,0,0,26,108,233,61,94,191,6,52,136,-1,100,1,162,251,45,176,0,"",123635,0.000000,13,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,17,"OBJ_LIFT_BUTTON",59,0,-178.730057,-721.043274,79.500000,0.000000,0.000000,0.000000,0.000000,-178.730057,-721.043274,79.500000,0.000000,0.000000,0,0,0,false,100,32,51,61,155,42,153,188,212,181,127,63,0,0,0,0,223,-1,100,1,15,27,127,63,232,"",123635,0.000000,158,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,18,"OBJ_OGRESKELETON",59,0,-1239.014893,-226.162964,123.217995,384.000000,0.000000,0.000000,0.000000,-1239.014893,-226.162964,123.217995,384.000000,0.000000,0,118,10,false,139,218,127,63,76,43,4,173,0,0,0,0,105,118,149,174,183,-1,100,0,61,170,21,52,12,"",123636,0.000000,0,0,0.000000,0.000000,0.000000,0,true,0,true,false,true,false,false,0
5,19,"OBJ_WATERWHEELMOUNT",55,0,-419.527985,-1864.412964,-120.000000,73.000000,0.000000,0.000000,0.000000,-419.527985,-1864.412964,-120.000000,73.000000,0.000000,0,30,223,false,72,155,103,47,0,0,0,0,199,30,223,188,175,231,127,63,187,-1,100,-1,253,255,127,63,0,"",123636,0.000000,128,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,20,"OBJ_WATERWHEEL",157,1,-419.778412,-1863.662964,-120.000000,202.000000,150.000000,5.000000,5.000000,-419.778412,-1863.662964,-120.000000,202.000000,33.096783,1,147,215,false,170,239,125,63,17,6,156,189,235,99,207,189,0,0,0,0,133,-1,100,-1,240,133,194,61,29,"",132343,0.000000,179,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,21,"OBJ_WATERWHEELMOUNT",55,0,-116.579987,-2077.507813,-115.750000,384.000000,0.000000,0.000000,0.000000,-116.579987,-2077.507813,-115.750000,384.000000,0.000000,0,81,246,false,8,189,246,68,0,0,0,0,176,147,215,68,225,239,127,63,222,-1,100,-1,225,239,127,63,193,"",123636,0.000000,0,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,22,"OBJ_WATERWHEEL",157,1,-116.580292,-2077.508057,-115.750000,256.000000,372.000000,5.000000,5.000000,-116.580292,-2077.508057,-115.750000,256.000000,255.097794,1,0,0,false,0,0,0,0,0,0,0,0,116,82,246,68,0,0,0,0,0,-1,100,-1,198,82,124,47,0,"",132343,0.000000,0,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,25,"OBJ_CRDOOR",0,0,-1577.619629,-1530.558960,-90.254990,384.000000,0.000000,0.000000,0.000000,-1577.619629,-1530.558960,-90.254990,384.000000,0.000000,0,0,0,false,160,27,194,4,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,100,-1,21,95,123,63,95,"",123637,0.000000,117,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,26,"OBJ_CRDOOR",0,0,-1643.279419,-1530.558960,-70.577988,384.000000,0.000000,0.000000,0.000000,-1643.279419,-1530.558960,-70.577988,384.000000,0.000000,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,100,-1,0,0,0,0,0,"",123637,0.000000,0,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,27,"OBJ_CRDOOR",0,0,-1633.668335,-1550.858521,-70.577988,128.000000,0.000000,0.000000,0.000000,-1633.668335,-1550.858521,-70.577988,128.000000,0.000000,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,100,-1,32,67,111,109,109,"",123637,0.000000,0,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,28,"OBJ_CRDOOR",0,0,-1600.379761,-1550.859375,-70.577988,128.000000,0.000000,0.000000,0.000000,-1600.379761,-1550.859375,-70.577988,128.000000,0.000000,0,0,80,false,119,101,114,32,111,102,32,83,117,102,102,101,114,105,110,103,32,-1,100,-1,0,0,0,0,0,"",123637,0.000000,110,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,29,"OBJ_CRDOOR",0,0,-1609.972168,-1530.557251,-70.577988,384.000000,0.000000,0.000000,0.000000,-1609.972168,-1530.557251,-70.577988,384.000000,0.000000,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,100,-1,0,0,0,0,78,"",123638,0.000000,0,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,30,"OBJ_CRDOOR",0,0,-1567.142334,-1550.815918,-70.577988,128.000000,0.000000,0.000000,0.000000,-1567.142334,-1550.815918,-70.577988,128.000000,0.000000,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,84,91,38,4,0,-1,100,-1,0,0,0,0,0,"",123638,0.000000,0,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,31,"OBJ_CRDOOR",0,0,-1576.733765,-1530.565918,-70.577988,384.000000,0.000000,0.000000,0.000000,-1576.733765,-1530.565918,-70.577988,384.000000,0.000000,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,100,-1,0,0,0,0,0,"",123638,0.000000,0,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,32,"OBJ_CRDOOR",0,0,-1568.044312,-1550.838379,-90.254990,125.000000,0.000000,0.000000,0.000000,-1568.044312,-1550.838379,-90.254990,125.000000,0.000000,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,100,-1,0,0,0,0,0,"",123638,0.000000,0,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,33,"OBJ_CRDOOR",0,0,-1610.848877,-1530.664917,-90.254990,384.000000,0.000000,0.000000,0.000000,-1610.848877,-1530.664917,-90.254990,384.000000,0.000000,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,100,-1,0,0,0,0,0,"",123639,0.000000,0,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,34,"OBJ_CRDOOR",0,0,-1601.289917,-1550.841919,-90.254990,128.000000,0.000000,0.000000,0.000000,-1601.289917,-1550.841919,-90.254990,128.000000,0.000000,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,100,-1,0,0,0,0,0,"",123639,0.000000,0,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,35,"OBJ_CRDOOR",0,0,-1644.129517,-1530.572510,-90.254990,384.000000,0.000000,0.000000,0.000000,-1644.129517,-1530.572510,-90.254990,384.000000,0.000000,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,100,-1,0,0,0,0,0,"",123639,0.000000,0,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,36,"OBJ_CRDOOR",0,0,-1634.564209,-1550.823853,-90.254990,126.000000,0.000000,0.000000,0.000000,-1634.564209,-1550.823853,-90.254990,126.000000,0.000000,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,100,-1,0,0,0,0,0,"",123639,0.000000,0,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,37,"OBJ_CHAIR_COL",55,0,-1257.101563,-1669.703491,30.764107,177.000000,0.000000,0.000000,0.000000,-1257.101563,-1669.703491,30.764107,177.000000,0.000000,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,100,-1,0,0,0,0,0,"",123639,0.000000,0,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,38,"OBJ_CHAIR_COL",55,0,-1263.420288,-1673.703003,30.764000,177.000000,0.000000,0.000000,0.000000,-1263.420288,-1673.703003,30.764000,177.000000,0.000000,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,100,-1,0,0,0,128,136,"",123640,0.000000,0,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
5,39,"OBJ_CRESCENTTELEPORT",57,0,-1331.714966,-2559.559570,-164.794449,128.000000,0.000000,0.000000,0.000000,-1331.714966,-2559.559570,-164.794449,128.000000,0.000000,0,0,0,false,0,0,0,0,40,88,38,4,0,0,0,128,162,1,0,0,0,-1,70,11,0,0,0,0,0,"",123640,0.000000,0,0,0.000000,0.000000,0.000000,0,true,0,true,false,true,false,false,0
5,40,"OBJ_PIT_ROCKB",55,0,-1364.486206,-2562.574951,-139.544449,17.000000,412.000000,0.000000,0.000000,-1364.486206,-2562.574951,-139.544449,17.000000,412.000000,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,70,-1,0,0,0,0,0,"",123641,0.000000,0,0,0.000000,0.000000,0.000000,0,false,0,true,false,true,false,false,0
